id_detalle,id_pedido,id_producto,cantidad,precio_unitario_venta
261,102,17,3,52200.0
262,103,31,2,23700.0
263,104,33,3,47800.0
264,104,15,3,47900.0
265,104,40,3,71300.0
266,104,3,2,60400.0
267,105,28,3,2300.0
268,105,44,2,27600.0
269,105,7,1,2600.0
270,105,32,1,63500.0
271,106,40,3,71300.0
272,106,41,3,50300.0
273,106,38,2,77000.0
274,107,7,3,2600.0
275,107,51,3,10500.0
276,107,45,3,76600.0
277,107,8,3,69800.0
278,108,22,2,42500.0
279,108,53,3,75400.0
280,108,30,1,54900.0
281,108,26,2,37200.0
282,109,10,2,57100.0
283,109,44,1,27600.0
284,109,60,1,69300.0
285,110,52,1,66700.0
286,110,9,3,26800.0
287,110,36,3,8200.0
288,111,23,2,77100.0
289,111,56,3,14800.0
290,111,43,1,12600.0
291,111,49,2,19400.0
292,112,10,2,57100.0
293,112,43,1,12600.0
294,113,49,2,19400.0
295,114,39,3,47300.0
296,115,59,1,83000.0
297,115,22,1,42500.0
298,115,23,1,77100.0
299,116,6,3,56300.0
300,117,22,3,42500.0
301,117,11,2,79900.0
302,117,24,3,72200.0
303,117,20,3,54600.0
304,118,44,1,27600.0
305,119,39,1,47300.0
306,119,29,3,66000.0
307,119,27,1,25000.0
308,119,18,2,61600.0
309,120,34,1,37500.0
310,120,43,2,12600.0
311,120,20,3,54600.0
312,120,3,1,60400.0
313,121,49,2,19400.0
314,121,17,2,52200.0
315,122,12,3,13100.0
316,122,9,1,26800.0
317,122,25,3,9700.0
318,122,35,3,2800.0
319,123,28,1,2300.0
320,124,37,2,75300.0
321,124,26,2,37200.0
322,124,46,1,68100.0
323,124,41,2,50300.0
324,125,54,1,35700.0
325,125,45,2,76600.0
326,125,59,1,83000.0
327,125,24,1,72200.0
328,126,26,2,37200.0
329,127,33,3,47800.0
330,128,23,3,77100.0
331,128,47,1,73400.0
332,128,53,1,75400.0
333,129,39,3,47300.0
334,129,10,1,57100.0
335,130,44,3,27600.0
336,130,60,3,69300.0
337,130,57,3,79200.0
338,130,37,2,75300.0
339,131,31,2,23700.0
340,132,23,3,77100.0
341,133,4,2,52800.0
342,134,30,3,54900.0
343,134,38,1,77000.0
344,134,36,2,8200.0
345,134,51,3,10500.0
346,135,33,1,47800.0
347,135,10,2,57100.0
348,135,4,3,52800.0
349,135,29,1,66000.0
350,136,29,2,66000.0
351,136,34,2,37500.0
352,136,40,2,71300.0
353,136,11,2,79900.0
354,137,51,3,10500.0
355,138,36,3,8200.0
356,139,22,3,42500.0
357,139,6,3,56300.0
358,140,9,2,26800.0
359,140,39,3,47300.0
360,140,46,2,68100.0
361,140,6,3,56300.0
362,141,42,3,14300.0
363,142,20,2,54600.0
364,142,12,2,13100.0
365,142,14,1,10900.0
366,143,55,3,53500.0
367,143,51,3,10500.0
368,143,7,3,2600.0
369,144,39,1,47300.0
370,144,25,1,9700.0
371,145,27,2,25000.0
372,146,49,2,19400.0
373,146,48,1,76600.0
374,146,51,3,10500.0
375,147,44,2,27600.0
376,147,37,2,75300.0
377,147,29,2,66000.0
378,148,52,1,66700.0
379,148,39,2,47300.0
380,149,46,3,68100.0
381,150,29,1,66000.0
382,150,58,2,73800.0
383,150,33,1,47800.0
384,151,4,1,52800.0
385,151,26,2,37200.0
386,151,33,1,47800.0
387,151,24,2,72200.0
388,152,51,1,10500.0
389,152,10,2,57100.0
390,152,9,2,26800.0
391,153,58,1,73800.0
392,154,8,2,69800.0
393,154,50,1,22700.0
394,154,19,1,18900.0
395,154,16,1,24600.0
396,155,39,3,47300.0
397,155,35,3,2800.0
398,155,2,1,71200.0
399,155,41,3,50300.0
400,156,16,1,24600.0
401,156,37,3,75300.0
402,156,27,3,25000.0
403,157,25,2,9700.0
404,158,23,1,77100.0
405,159,50,3,22700.0
406,160,53,3,75400.0
407,160,42,2,14300.0
408,160,12,3,13100.0
409,161,3,1,60400.0
410,161,19,1,18900.0
411,161,13,2,11600.0
412,161,51,2,10500.0
413,162,3,1,60400.0
414,162,49,2,19400.0
415,162,42,2,14300.0
416,163,28,3,2300.0
417,163,57,2,79200.0
418,163,26,2,37200.0
419,164,24,2,72200.0
420,164,60,1,69300.0
421,164,52,3,66700.0
422,164,34,2,37500.0
423,165,21,2,23900.0
424,165,7,3,2600.0
425,165,6,2,56300.0
426,166,11,2,79900.0
427,166,45,1,76600.0
428,166,29,3,66000.0
429,166,23,2,77100.0
430,167,5,3,83900.0
431,168,2,3,71200.0
432,168,10,3,57100.0
433,169,50,2,22700.0
434,169,42,2,14300.0
435,170,44,2,27600.0
436,170,29,2,66000.0
437,171,26,2,37200.0
438,171,21,1,23900.0
439,171,42,1,14300.0
440,172,59,2,83000.0
441,172,36,3,8200.0
442,172,8,2,69800.0
443,172,17,1,52200.0
444,173,8,1,69800.0
445,173,9,2,26800.0
446,174,43,1,12600.0
447,174,23,3,77100.0
448,174,46,3,68100.0
449,175,51,3,10500.0
450,175,24,1,72200.0
451,176,2,2,71200.0
452,176,24,2,72200.0
453,176,36,3,8200.0
454,176,37,1,75300.0
455,177,46,2,68100.0
456,177,47,2,73400.0
457,177,31,3,23700.0
458,177,34,1,37500.0
459,178,30,1,54900.0
460,178,44,3,27600.0
461,178,34,3,37500.0
462,178,23,3,77100.0
463,179,54,1,35700.0
464,180,21,3,23900.0
465,180,60,1,69300.0
466,181,13,2,11600.0
467,181,41,1,50300.0
468,181,36,3,8200.0
469,182,38,1,77000.0
470,182,10,3,57100.0
471,183,6,1,56300.0
472,184,50,2,22700.0
473,184,37,3,75300.0
474,185,42,1,14300.0
475,185,20,3,54600.0
476,185,31,2,23700.0
477,186,11,2,79900.0
478,187,39,3,47300.0
479,187,10,2,57100.0
480,187,21,3,23900.0
481,188,21,1,23900.0
482,189,10,1,57100.0
483,189,7,2,2600.0
484,190,60,2,69300.0
485,190,37,1,75300.0
486,190,47,1,73400.0
487,191,32,2,63500.0
488,191,2,3,71200.0
489,191,6,2,56300.0
490,192,4,2,52800.0
491,193,55,1,53500.0
492,194,49,1,19400.0
493,194,26,2,37200.0
494,194,24,1,72200.0
495,195,5,2,83900.0
496,195,25,3,9700.0
497,195,33,2,47800.0
498,196,24,2,72200.0
499,196,51,1,10500.0
500,196,22,1,42500.0
501,196,36,3,8200.0
502,197,3,1,60400.0
503,198,39,3,47300.0
504,198,58,1,73800.0
505,199,38,3,77000.0
506,199,22,3,42500.0
507,199,33,2,47800.0
508,200,22,2,42500.0
509,200,44,3,27600.0
510,200,8,2,69800.0
511,201,42,3,14300.0
512,201,51,3,10500.0
513,201,50,1,22700.0
514,202,10,1,57100.0
515,202,53,3,75400.0
516,202,44,3,27600.0
517,202,16,1,24600.0
518,203,10,2,57100.0
519,203,27,3,25000.0
520,203,45,3,76600.0
521,203,14,2,10900.0
522,204,43,2,12600.0
523,204,31,2,23700.0
524,204,34,1,37500.0
525,205,44,3,27600.0
526,205,50,3,22700.0
527,205,56,3,14800.0
528,206,36,2,8200.0
529,206,20,2,54600.0
530,206,15,3,47900.0
531,207,36,3,8200.0
532,207,60,2,69300.0
533,207,51,2,10500.0
534,208,58,1,73800.0
535,208,26,2,37200.0
536,208,53,1,75400.0
537,208,23,2,77100.0
538,209,48,1,76600.0
539,209,31,3,23700.0
540,209,14,2,10900.0
541,210,16,3,24600.0
542,210,4,3,52800.0
543,211,22,3,42500.0
544,211,46,1,68100.0
545,211,31,1,23700.0
546,211,7,3,2600.0
547,212,42,2,14300.0
548,212,13,2,11600.0
549,212,49,3,19400.0
550,212,19,1,18900.0
551,213,59,1,83000.0
552,214,12,2,13100.0
553,214,60,1,69300.0
554,214,48,1,76600.0
555,214,56,2,14800.0
556,215,42,1,14300.0
557,215,35,3,2800.0
558,215,34,2,37500.0
559,215,32,2,63500.0
560,216,42,1,14300.0
561,216,17,3,52200.0
562,216,46,2,68100.0
563,216,12,2,13100.0
564,217,53,1,75400.0
565,217,28,2,2300.0
566,217,33,3,47800.0
567,217,21,1,23900.0
568,218,1,2,15100.0
569,218,17,1,52200.0
570,219,17,3,52200.0
571,220,30,2,54900.0
572,221,45,2,76600.0
573,221,8,2,69800.0
574,221,41,3,50300.0
575,222,30,3,54900.0
576,222,48,2,76600.0
577,223,49,3,19400.0
578,223,16,3,24600.0
579,224,5,1,83900.0
580,224,59,1,83000.0
581,224,37,3,75300.0
582,225,11,3,79900.0
583,225,21,2,23900.0
584,226,6,1,56300.0
585,226,58,2,73800.0
586,226,33,1,47800.0
587,226,29,3,66000.0
588,227,44,1,27600.0
589,227,52,2,66700.0
590,227,20,2,54600.0
591,227,47,1,73400.0
592,228,23,1,77100.0
593,228,45,1,76600.0
594,228,5,2,83900.0
595,228,35,1,2800.0
596,229,24,2,72200.0
597,229,58,2,73800.0
598,229,25,1,9700.0
599,229,29,3,66000.0
600,230,8,2,69800.0
601,230,12,3,13100.0
602,230,35,1,2800.0
603,231,44,3,27600.0
604,231,47,2,73400.0
605,231,35,1,2800.0
606,231,28,1,2300.0
607,232,60,3,69300.0
608,232,57,1,79200.0
609,233,14,1,10900.0
610,233,5,3,83900.0
611,234,16,3,24600.0
612,235,49,1,19400.0
613,235,56,1,14800.0
614,236,37,3,75300.0
615,236,39,2,47300.0
616,236,50,1,22700.0
617,237,27,2,25000.0
618,237,20,1,54600.0
619,238,36,3,8200.0
620,238,32,3,63500.0
621,238,4,2,52800.0
622,238,23,3,77100.0
623,239,25,3,9700.0
624,239,12,2,13100.0
625,239,49,1,19400.0
626,240,59,2,83000.0
627,240,4,3,52800.0
628,240,36,3,8200.0
629,240,27,1,25000.0
630,241,42,2,14300.0
631,241,6,2,56300.0
632,241,60,1,69300.0
633,242,44,1,27600.0
634,242,39,1,47300.0
635,242,3,3,60400.0
636,242,56,3,14800.0
637,243,56,2,14800.0
638,243,59,2,83000.0
639,244,48,2,76600.0
640,245,50,2,22700.0
641,245,19,3,18900.0
642,245,25,3,9700.0
643,246,30,2,54900.0
644,246,7,2,2600.0
645,246,52,1,66700.0
646,246,47,2,73400.0
647,247,48,1,76600.0
648,247,10,2,57100.0
649,248,19,1,18900.0
650,248,10,2,57100.0
651,248,13,3,11600.0
652,248,22,1,42500.0
653,249,17,2,52200.0
654,249,49,3,19400.0
655,249,53,3,75400.0
656,250,11,3,79900.0
657,250,9,2,26800.0
658,250,47,1,73400.0
659,251,53,3,75400.0
660,252,5,1,83900.0
661,252,46,1,68100.0
662,253,40,3,71300.0
663,254,1,3,15100.0
664,255,35,3,2800.0
665,255,19,3,18900.0
666,255,2,3,71200.0
667,256,16,3,24600.0
668,256,13,3,11600.0
669,257,24,2,72200.0
670,258,20,1,54600.0
671,258,44,3,27600.0
672,259,25,3,9700.0
673,259,36,1,8200.0
674,259,31,3,23700.0
675,259,4,1,52800.0
676,260,37,3,75300.0
677,260,55,1,53500.0
678,260,7,1,2600.0
679,261,60,1,69300.0
680,262,12,2,13100.0
681,263,60,3,69300.0
682,263,5,1,83900.0
683,263,20,3,54600.0
684,263,11,2,79900.0
685,264,51,3,10500.0
686,264,45,1,76600.0
687,265,15,3,47900.0
688,265,54,3,35700.0
689,265,5,3,83900.0
690,265,22,2,42500.0
691,266,32,2,63500.0
692,266,15,2,47900.0
693,266,23,1,77100.0
694,266,36,3,8200.0
695,267,52,1,66700.0
696,267,16,1,24600.0
697,267,46,2,68100.0
698,268,48,2,76600.0
699,268,25,2,9700.0
700,269,24,1,72200.0
701,269,49,1,19400.0
702,269,18,1,61600.0
703,269,7,2,2600.0
704,270,7,3,2600.0
705,270,2,1,71200.0
706,270,6,3,56300.0
707,270,23,3,77100.0
708,271,25,3,9700.0
709,271,50,1,22700.0
710,271,6,3,56300.0
711,271,47,3,73400.0
712,272,20,1,54600.0
713,272,18,1,61600.0
714,272,32,1,63500.0
715,273,51,1,10500.0
716,273,5,3,83900.0
717,273,24,3,72200.0
718,273,17,2,52200.0
719,274,20,2,54600.0
720,274,1,2,15100.0
721,275,28,3,2300.0
722,275,53,3,75400.0
723,275,56,1,14800.0
724,276,31,1,23700.0
725,276,21,2,23900.0
726,277,37,2,75300.0
727,277,51,2,10500.0
728,277,16,2,24600.0
729,277,21,2,23900.0
730,278,44,3,27600.0
731,278,50,1,22700.0
732,279,53,2,75400.0
733,280,16,1,24600.0
734,280,17,3,52200.0
735,280,43,2,12600.0
736,281,38,3,77000.0
737,281,26,2,37200.0
738,281,35,3,2800.0
739,281,33,1,47800.0
740,282,7,1,2600.0
741,283,37,3,75300.0
742,284,1,1,15100.0
743,285,29,2,66000.0
744,285,24,2,72200.0
745,286,23,2,77100.0
746,286,2,1,71200.0
747,287,23,2,77100.0
748,287,20,2,54600.0
749,288,7,2,2600.0
750,288,29,2,66000.0
751,288,47,1,73400.0
752,288,45,2,76600.0
753,289,44,1,27600.0
754,290,22,2,42500.0
755,290,36,2,8200.0
756,291,41,2,50300.0
757,291,43,2,12600.0
758,292,25,1,9700.0
759,292,1,2,15100.0
760,292,46,3,68100.0
761,292,14,1,10900.0
762,293,21,1,23900.0
763,293,13,2,11600.0
764,293,30,3,54900.0
765,294,40,2,71300.0
766,294,26,2,37200.0
767,294,38,2,77000.0
768,294,8,3,69800.0
769,295,44,1,27600.0
770,296,12,2,13100.0
771,297,37,2,75300.0
772,297,25,1,9700.0
773,298,36,2,8200.0
774,298,11,2,79900.0
775,299,56,2,14800.0
776,300,36,2,8200.0
777,300,33,3,47800.0
778,300,42,2,14300.0
779,300,32,2,63500.0
780,301,51,1,10500.0
781,302,11,3,79900.0
782,302,50,3,22700.0
783,302,30,2,54900.0
784,303,18,3,61600.0
785,304,35,3,2800.0
786,304,14,3,10900.0
787,304,28,1,2300.0
788,304,7,2,2600.0
789,305,29,1,66000.0
790,306,56,3,14800.0
791,306,46,2,68100.0
792,306,40,1,71300.0
793,307,37,2,75300.0
794,308,21,2,23900.0
795,308,46,2,68100.0
796,309,9,2,26800.0
797,310,16,3,24600.0
798,310,10,2,57100.0
799,311,41,2,50300.0
800,311,27,1,25000.0
801,311,25,3,9700.0
802,312,45,2,76600.0
803,312,60,2,69300.0
804,312,57,2,79200.0
805,313,47,2,73400.0
806,314,14,2,10900.0
807,314,28,2,2300.0
808,314,53,2,75400.0
809,314,32,2,63500.0
810,315,51,1,10500.0
811,315,22,1,42500.0
812,315,58,1,73800.0
813,315,44,3,27600.0
814,316,30,3,54900.0
815,316,1,1,15100.0
816,316,28,3,2300.0
817,316,13,2,11600.0
818,317,17,3,52200.0
819,317,6,3,56300.0
820,317,24,1,72200.0
821,318,28,1,2300.0
822,318,42,3,14300.0
823,319,9,3,26800.0
824,320,1,3,15100.0
825,321,31,1,23700.0
826,321,5,2,83900.0
827,322,57,2,79200.0
828,322,20,1,54600.0
829,322,9,3,26800.0
830,323,40,3,71300.0
831,324,41,1,50300.0
832,324,48,2,76600.0
833,325,9,1,26800.0
834,326,51,2,10500.0
835,326,9,3,26800.0
836,326,16,1,24600.0
837,327,50,3,22700.0
838,327,45,2,76600.0
839,327,2,1,71200.0
840,328,19,1,18900.0
841,328,42,2,14300.0
842,328,4,2,52800.0
843,328,51,1,10500.0
844,329,34,1,37500.0
845,330,24,2,72200.0
846,330,35,1,2800.0
847,330,44,1,27600.0
848,330,12,3,13100.0
849,331,60,1,69300.0
850,332,28,3,2300.0
851,332,45,3,76600.0
852,332,26,3,37200.0
853,332,6,3,56300.0
854,333,33,1,47800.0
855,334,20,3,54600.0
856,335,60,2,69300.0
857,336,20,3,54600.0
858,337,45,1,76600.0
859,337,1,2,15100.0
860,338,11,3,79900.0
861,338,24,2,72200.0
862,338,9,3,26800.0
863,339,34,3,37500.0
864,339,5,3,83900.0
865,339,17,3,52200.0
866,340,4,3,52800.0
867,340,32,1,63500.0
868,340,55,2,53500.0
869,341,15,3,47900.0
870,342,3,2,60400.0
871,342,31,2,23700.0
872,343,15,3,47900.0
873,343,21,2,23900.0
874,343,16,2,24600.0
875,343,27,1,25000.0
876,344,12,1,13100.0
877,345,56,2,14800.0
878,345,19,2,18900.0
879,345,50,1,22700.0
880,345,55,3,53500.0
881,346,37,3,75300.0
882,346,51,3,10500.0
883,346,20,1,54600.0
884,347,47,3,73400.0
885,347,58,1,73800.0
886,348,35,3,2800.0
887,348,23,3,77100.0
888,349,55,1,53500.0
889,349,48,1,76600.0
890,349,47,3,73400.0
891,349,20,1,54600.0
892,350,6,1,56300.0
893,350,3,3,60400.0
894,350,59,2,83000.0
895,351,33,1,47800.0
896,352,28,3,2300.0
897,353,60,3,69300.0
898,353,52,3,66700.0
899,353,26,2,37200.0
900,354,13,1,11600.0
901,355,29,2,66000.0
902,355,30,2,54900.0
903,356,20,1,54600.0
904,356,30,1,54900.0
905,356,17,1,52200.0
906,356,55,3,53500.0
907,357,6,1,56300.0
908,357,46,2,68100.0
909,358,17,1,52200.0
910,358,53,2,75400.0
911,358,12,2,13100.0
912,359,7,1,2600.0
913,359,52,1,66700.0
914,359,51,1,10500.0
915,359,9,1,26800.0
916,360,38,3,77000.0
917,361,58,2,73800.0
918,361,42,1,14300.0
919,362,4,2,52800.0
920,362,11,3,79900.0
921,362,60,2,69300.0
922,362,37,2,75300.0
923,363,23,1,77100.0
924,363,14,2,10900.0
925,364,42,2,14300.0
926,364,19,2,18900.0
927,365,25,1,9700.0
928,365,9,3,26800.0
929,365,27,3,25000.0
930,366,31,2,23700.0
931,366,35,2,2800.0
932,366,51,3,10500.0
933,367,2,3,71200.0
934,367,21,1,23900.0
935,368,50,1,22700.0
936,368,38,1,77000.0
937,368,15,1,47900.0
938,369,49,1,19400.0
939,370,16,2,24600.0
940,370,38,3,77000.0
941,371,37,2,75300.0
942,371,10,3,57100.0
943,371,13,2,11600.0
944,372,15,3,47900.0
945,373,22,3,42500.0
946,374,59,2,83000.0
947,374,52,1,66700.0
948,375,50,3,22700.0
949,375,8,2,69800.0
950,376,38,2,77000.0
951,376,7,1,2600.0
952,376,22,1,42500.0
953,376,20,3,54600.0
954,377,46,3,68100.0
955,377,36,3,8200.0
956,378,25,3,9700.0
957,378,20,3,54600.0
958,379,45,3,76600.0
959,380,59,1,83000.0
960,380,52,3,66700.0
961,380,40,3,71300.0
962,381,16,2,24600.0
963,382,29,1,66000.0
964,382,1,1,15100.0
965,382,17,3,52200.0
966,383,4,2,52800.0
967,384,57,2,79200.0
968,384,25,1,9700.0
969,384,23,2,77100.0
970,384,35,3,2800.0
971,385,52,1,66700.0
972,386,5,2,83900.0
973,387,36,1,8200.0
974,388,42,2,14300.0
975,388,11,1,79900.0
976,388,39,1,47300.0
977,388,57,1,79200.0
978,389,43,1,12600.0
979,389,19,1,18900.0
980,389,20,1,54600.0
981,390,4,1,52800.0
982,390,24,2,72200.0
983,391,13,1,11600.0
984,391,7,3,2600.0
985,391,2,2,71200.0
986,391,14,1,10900.0
987,392,32,1,63500.0
988,392,58,3,73800.0
989,392,43,3,12600.0
990,392,17,2,52200.0
991,393,29,2,66000.0
992,393,3,2,60400.0
993,394,10,3,57100.0
994,395,52,3,66700.0
995,395,35,1,2800.0
996,395,27,3,25000.0
997,396,37,2,75300.0
998,396,57,1,79200.0
999,396,16,2,24600.0
1000,396,31,3,23700.0
1001,397,8,2,69800.0
1002,397,49,1,19400.0
1003,398,28,1,2300.0
1004,399,54,2,35700.0
1005,399,39,2,47300.0
1006,400,36,3,8200.0
1007,400,21,2,23900.0
1008,400,55,1,53500.0
1009,400,18,3,61600.0
1010,401,27,1,25000.0
1011,402,60,1,69300.0
1012,403,57,2,79200.0
1013,403,27,3,25000.0
1014,403,17,2,52200.0
1015,404,26,3,37200.0
1016,404,10,3,57100.0
1017,404,40,3,71300.0
1018,405,4,2,52800.0
1019,405,48,2,76600.0
1020,406,18,3,61600.0
1021,406,54,3,35700.0
1022,406,32,1,63500.0
1023,407,50,3,22700.0
1024,407,53,2,75400.0
1025,407,21,3,23900.0
1026,407,18,3,61600.0
1027,408,48,2,76600.0
1028,408,32,1,63500.0
1029,408,49,3,19400.0
1030,408,34,1,37500.0
1031,409,9,3,26800.0
1032,409,50,1,22700.0
1033,409,55,1,53500.0
1034,409,34,1,37500.0
1035,410,4,1,52800.0
1036,410,59,2,83000.0
1037,410,24,2,72200.0
1038,410,46,2,68100.0
1039,411,16,2,24600.0
1040,412,23,2,77100.0
1041,412,11,3,79900.0
1042,412,54,3,35700.0
1043,413,11,3,79900.0
1044,414,18,2,61600.0
1045,414,42,3,14300.0
1046,415,39,1,47300.0
1047,415,52,1,66700.0
1048,416,28,2,2300.0
1049,416,58,2,73800.0
1050,416,25,2,9700.0
1051,417,38,3,77000.0
1052,417,7,2,2600.0
1053,417,1,3,15100.0
1054,417,33,3,47800.0
1055,418,31,1,23700.0
1056,419,17,3,52200.0
1057,419,42,2,14300.0
1058,419,46,1,68100.0
1059,420,43,3,12600.0
1060,420,21,1,23900.0
1061,420,44,3,27600.0
1062,420,9,2,26800.0
1063,421,48,3,76600.0
1064,421,3,1,60400.0
1065,421,38,2,77000.0
1066,421,46,3,68100.0
